media,date added,averageRating,numVotes,genres
new hope,January 2015,7.8,11.0,Drama
a five star life,January 2015,6.3,2597.0,Drama
the ref,January 2015,6.9,26679.0,Comedy
as the light goes out,January 2015,6.2,1425.0,Action
the french connection,January 2015,7.7,137139.0,Action
in the name of god,January 2015,7.8,83.0,Drama
robocop,January 2015,7.6,286461.0,Action
jodi arias: dirty little secret,January 2015,6.2,1984.0,Drama
mr. deeds,January 2015,5.8,153631.0,Comedy
house of last things,January 2015,4.9,3551.0,Fantasy
abducted: the carlina white story,January 2015,6.6,1310.0,Biography
white bird in a blizzard,February 2015,6.4,30132.0,Drama
into the blue 2: the reef,February 2015,4.7,5550.0,Action
crazy eights,February 2015,3.8,3378.0,Horror
blood ties,February 2015,6.1,142.0,Crime
joe,February 2015,6.8,4312.0,Drama
re-animator,February 2015,7.2,72256.0,Comedy
in secret,February 2015,6.1,9752.0,Crime
the brothers bloom,February 2015,6.7,52766.0,Action
girls just want to have fun,February 2015,6.0,13126.0,Comedy
to be or not to be,February 2015,8.1,43691.0,Comedy
the other end of the line,February 2015,6.1,6340.0,Comedy
hot pursuit,February 2015,7.1,88.0,Action
dwight howard: in the moment,February 2015,7.4,32.0,Documentary
an american haunting,February 2015,5.0,27006.0,Drama
the two faces of january,February 2015,6.2,33870.0,Crime
cecil b. demented,February 2015,6.3,16821.0,Comedy
bulletproof,February 2015,4.9,1472.0,Action
hitch,February 2015,5.7,148.0,Short
steel magnolias,February 2015,7.3,63845.0,Comedy
coach carter,February 2015,7.3,173737.0,Biography
we could be king,February 2015,7.0,404.0,Documentary
naked gun 33 1/3: the final insult,February 2015,6.5,112861.0,Comedy
save the date,February 2015,7.2,6.0,Drama
young ones,February 2015,5.8,10458.0,Action
king arthur,February 2015,5.7,118.0,\N
the object of beauty,February 2015,5.6,2318.0,Comedy
wicked little things,February 2015,5.0,8737.0,Drama
danny deckchair,February 2015,6.7,5263.0,Comedy
leaving las vegas,February 2015,7.5,135959.0,Drama
dark ride,February 2015,4.6,6769.0,Horror
the verdict,February 2015,7.0,12.0,Mystery
starship troopers,February 2015,7.3,324881.0,Action
quest for fire,February 2015,7.3,24339.0,Adventure
generation iron,February 2015,7.0,8059.0,Documentary
houseboat,February 2015,6.6,9717.0,Comedy
now: in the wings on a world stage,February 2015,7.2,434.0,Documentary
unearthed,February 2015,2.2,291.0,Horror
showgirls,February 2015,5.1,75505.0,Drama
isolated,February 2015,5.5,100.0,Horror
my first mister,February 2015,7.1,5940.0,Comedy
earth to echo,February 2015,5.7,19858.0,Adventure
divine secrets of the ya-ya sisterhood,February 2015,6.1,21074.0,Drama
field of lost shoes,February 2015,5.7,2143.0,Action
russell brand: messiah complex,February 2015,7.3,1262.0,Comedy
the deaths of ian stone,February 2015,5.5,13683.0,Horror
fools rush in,February 2015,6.3,84.0,Comedy
along came polly,February 2015,6.0,144510.0,Comedy
paul williams: still alive,February 2015,6.9,987.0,Biography
lars and the real girl,February 2015,7.3,156807.0,Comedy
next stop wonderland,February 2015,6.6,5166.0,Comedy
proof,February 2015,7.2,7172.0,Drama
gimme shelter,February 2015,7.8,13014.0,Documentary
catch hell,February 2015,5.5,3139.0,Crime
disneynature: wings of life,February 2015,7.3,735.0,Documentary
the madness of king george,March 2015,7.2,18589.0,Biography
platoon leader,March 2015,5.3,2181.0,Drama
city of ghosts,March 2015,5.9,5850.0,Crime
twilight,March 2015,7.6,16.0,Drama
the discoverers,March 2015,6.4,71.0,Drama
groundhog day,March 2015,8.0,691038.0,Comedy
trailer park boys,March 2015,8.5,51378.0,Comedy
number one with a bullet,March 2015,4.8,738.0,Action
mad men,March 2015,8.7,263086.0,Drama
rules of engagement,March 2015,7.0,31.0,Crime
house arrest,March 2015,5.8,9315.0,Comedy
beverly hills cop,March 2015,7.4,215085.0,Action
evelyn,March 2015,7.0,29.0,Comedy
the prince and me,March 2015,5.9,41784.0,Comedy
harmontown,March 2015,7.2,2518.0,Documentary
soul survivors,March 2015,7.5,73.0,Music
vampire in brooklyn,March 2015,4.6,25332.0,Comedy
curious george 2: follow that monkey!,March 2015,5.6,1473.0,Adventure
wings,March 2015,7.5,14705.0,Action
billy madison,March 2015,6.4,158143.0,Comedy
a different world,March 2015,7.0,8048.0,Comedy
rumpelstiltskin,March 2015,5.7,26.0,Fantasy
web junkie,March 2015,6.4,650.0,Biography
the diary of anne frank,March 2015,7.4,13776.0,Biography
p2,March 2015,5.9,36662.0,Crime
you can count on me,March 2015,7.5,31599.0,Drama
glee,March 2015,8.0,26.0,Comedy
black sheep,March 2015,6.2,65.0,Drama
paycheck,March 2015,6.3,113786.0,Action
teen witch,March 2015,6.0,10628.0,Comedy
three days of the condor,March 2015,7.4,63398.0,Crime
finding neverland,March 2015,7.7,212639.0,Biography
donnie brasco,March 2015,7.7,335118.0,Biography
perfume: the story of a murderer,March 2015,7.5,267331.0,Crime
one rogue reporter,March 2015,7.1,104.0,Comedy
unbreakable kimmy schmidt,March 2015,7.6,79342.0,Comedy
3rd rock from the sun,March 2015,7.8,56167.0,Comedy
last summer,March 2015,6.9,2197.0,Drama
garfunkel and oates,March 2015,7.5,87.0,Comedy
the brothers grimm,March 2015,5.9,126823.0,Action
rich hill,March 2015,7.2,2520.0,Biography
the single moms club,March 2015,5.5,7026.0,Comedy
how to train your dragon 2,March 2015,7.8,367423.0,Action
my own man,March 2015,6.4,465.0,Comedy
tank girl,March 2015,5.4,35147.0,Action
k-pax,March 2015,7.4,193984.0,Drama
switchback,March 2015,6.4,15346.0,Crime
top gun,March 2015,6.2,736.0,Western
misfire,March 2015,5.8,94.0,Drama
bloodline,March 2015,4.6,1942.0,Crime
point blank,March 2015,7.3,23794.0,Crime
dream lover,March 2015,4.8,654.0,Crime
ski patrol,March 2015,4.3,218.0,Adventure
and you thought your parents were weird,March 2015,4.8,704.0,Comedy
across the great divide,March 2015,6.4,857.0,Adventure
crash,March 2015,4.3,53.0,Drama
johnny dangerously,March 2015,6.5,16547.0,Comedy
turn,March 2015,7.0,194.0,Drama
event horizon,March 2015,6.6,199109.0,Horror
and god created woman,March 2015,4.4,2145.0,Comedy
patch adams,March 2015,6.8,123196.0,Biography
the angriest man in brooklyn,March 2015,5.7,24153.0,Comedy
shirley valentine,March 2015,7.2,9020.0,Comedy
houdini,March 2015,6.8,3754.0,Biography
the secret of nimh,March 2015,7.5,45775.0,Adventure
the story of ruth,March 2015,6.7,1469.0,Drama
archer,March 2015,5.8,42.0,Drama
community,March 2015,8.6,21.0,Comedy
grease 2,March 2015,4.5,38854.0,Comedy
half of a yellow sun,March 2015,6.1,2161.0,Drama
bitter moon,March 2015,7.2,43080.0,Drama
frankie and johnnie,March 2015,6.5,65.0,Drama
by the gun,March 2015,4.8,3034.0,Crime
taxi driver,March 2015,6.7,316.0,Musical
this is spinal tap,April 2015,7.9,148255.0,Comedy
showrunners: the art of running a tv show,April 2015,6.7,1259.0,Biography
anatomy of a love seen,April 2015,4.7,2760.0,Drama
bound,April 2015,8.0,40.0,Short
the graduate,April 2015,8.0,290310.0,Comedy
driving miss daisy,April 2015,7.3,118328.0,Comedy
leprechaun 6: back 2 tha hood,April 2015,3.9,5813.0,Comedy
titanic,April 2015,6.1,1833.0,Action
suicide kings,April 2015,6.9,29337.0,Comedy
drop zone,April 2015,5.6,21675.0,Action
the big lebowski,April 2015,8.1,866756.0,Comedy
national treasure,April 2015,6.9,358280.0,Action
five minutes of heaven,April 2015,6.6,13294.0,Drama
leprechaun 4: in space,April 2015,3.6,8828.0,Comedy
unbreakable,April 2015,7.3,445223.0,Drama
beyond borders,April 2015,6.4,29126.0,Adventure
coldwater,April 2015,6.4,4437.0,Drama
down to you,April 2015,5.0,15803.0,Comedy
belly,April 2015,6.2,12772.0,Crime
kink,April 2015,6.6,111.0,Adult
barnyard,April 2015,5.6,34911.0,Adventure
bella,April 2015,6.0,13.0,\N
the beautician and the beast,April 2015,5.5,10015.0,Comedy
two can play that game,April 2015,6.1,7455.0,Comedy
twins,April 2015,5.6,47.0,Comedy
enter the ninja,April 2015,5.2,5571.0,Action
cujo,April 2015,6.1,51493.0,Horror
our paradise,April 2015,6.1,1525.0,Crime
the crocodile hunter: collision course,April 2015,5.4,8262.0,Action
going overboard,April 2015,1.8,14579.0,Comedy
wild wild west,April 2015,4.9,167998.0,Action
the bounty,April 2015,7.0,31234.0,Adventure
the last samurai,April 2015,4.5,319.0,Action
autumn in new york,April 2015,5.6,28470.0,Drama
unforgettable,April 2015,6.0,6050.0,Drama
open water 2: adrift,April 2015,5.2,20182.0,Adventure
the man who never was,April 2015,7.4,5834.0,Drama
the babadook,April 2015,6.8,250175.0,Drama
three kings,April 2015,7.1,181407.0,Action
goodbye to language,April 2015,5.8,6360.0,Drama
29 palms,April 2015,4.7,1925.0,Comedy
leprechaun 2,April 2015,4.6,12019.0,Comedy
leprechaun 3,April 2015,5.0,9520.0,Comedy
nine to five,April 2015,6.2,468.0,Comedy
charlie bartlett,April 2015,6.9,66892.0,Comedy
whispers in the dark,April 2015,5.4,30.0,Animation
blue state,April 2015,5.9,2455.0,Comedy
till human voices wake us,April 2015,6.3,2489.0,Drama
whiteboyz,April 2015,5.4,2056.0,Comedy
remo williams: the adventure begins,April 2015,6.4,14003.0,Action
all relative,April 2015,5.4,1651.0,Comedy
the seven-ups,April 2015,6.8,6745.0,Action
buffalo soldiers,April 2015,6.2,937.0,Drama
starry eyes,April 2015,7.9,9.0,Adventure
confusion na wa,April 2015,7.2,45.0,Comedy
ties that bind,April 2015,7.5,39.0,Crime
killer legends,April 2015,6.2,3553.0,Crime
the reckoning,April 2015,7.1,20.0,Drama
a girl walks home alone at night,April 2015,8.3,63.0,Comedy
racing stripes,April 2015,5.2,18345.0,Adventure
godzilla,April 2015,7.5,40799.0,Horror
snake eyes,April 2015,6.1,87471.0,Crime
affluenza,April 2015,7.3,114.0,Documentary
the jewel in the crown,April 2015,8.3,2440.0,Drama
underworld,April 2015,7.5,3527.0,Crime
national security,April 2015,5.6,54949.0,Action
step into liquid,April 2015,7.4,2787.0,Documentary
the boy in the striped pajamas,April 2015,7.7,249623.0,Drama
the longest yard,April 2015,7.1,21636.0,Comedy
remember me,April 2015,6.8,12.0,Drama
my bloody valentine,April 2015,6.2,25374.0,Horror
shrink,April 2015,5.3,25.0,Comedy
space cowboys,April 2015,6.5,86924.0,Action
derek,April 2015,7.9,381.0,0
the sheik,April 2015,6.2,3697.0,Adventure
flesh and blood,April 2015,6.2,233.0,Drama
open water,April 2015,5.8,56901.0,Adventure
nurse,April 2015,6.8,57.0,Drama
preservation,April 2015,6.8,40.0,Drama
glengarry glen ross,April 2015,7.7,117569.0,Crime
bloody sunday,April 2015,7.6,25842.0,Drama
flower girl,April 2015,8.2,6.0,Short
death wish,April 2015,6.9,44532.0,Action
hercules in new york,April 2015,3.3,19735.0,Adventure
down to earth,April 2015,6.2,87.0,Comedy
tapeheads,April 2015,5.7,4381.0,Comedy
rites of spring,April 2015,7.7,381.0,Drama
wrong turn at tahoe,April 2015,6.0,4630.0,Action
frankenstein,April 2015,6.4,4787.0,Fantasy
racing with the moon,April 2015,6.6,5287.0,Comedy
50 first dates,April 2015,6.8,386058.0,Comedy
sunset strip,April 2015,3.5,138.0,Drama
leprechaun 5: in the hood,April 2015,3.8,8495.0,Comedy
clockstoppers,April 2015,5.2,15203.0,Action
chaos,April 2015,6.6,34.0,Crime
thief,April 2015,6.4,120.0,Crime
the circle,April 2015,6.4,722.0,Comedy
they came together,April 2015,5.6,24791.0,Comedy
a little game,April 2015,6.3,137.0,Drama
the identical,April 2015,5.3,3036.0,Drama
survival of the dead,April 2015,4.8,22659.0,Comedy
the layover,April 2015,8.2,53.0,Animation
the punisher,April 2015,5.6,26084.0,Action
fly me to the moon,April 2015,6.8,5.0,Animation
night train to munich,April 2015,7.2,5682.0,Drama
the dead zone,April 2015,7.2,78197.0,Drama
another woman,April 2015,7.2,15144.0,Drama
disturbing behavior,April 2015,5.6,25512.0,Horror
the thing called love,April 2015,6.4,8835.0,Comedy
wooly boys,April 2015,6.1,739.0,Comedy
the escapist,April 2015,4.8,31.0,Action
deepsea challenge,April 2015,6.9,2342.0,Documentary
hot fuzz,April 2015,7.8,538987.0,Action
the adventures of puss in boots,May 2015,6.5,2515.0,Action
anthony bourdain: parts unknown,May 2015,8.9,7016.0,Adventure
fruitvale station,May 2015,7.5,86289.0,Biography
grace and frankie,May 2015,8.2,57642.0,Comedy
hot girls wanted,May 2015,6.1,18563.0,Documentary
granite flats,May 2015,7.9,1093.0,Drama
american restoration,May 2015,6.6,3123.0,Reality-TV
inglourious basterds,May 2015,8.4,1602894.0,Adventure
dawg fight,May 2015,6.3,1763.0,Documentary
longmire,May 2015,8.3,40474.0,Action
legally blonde,May 2015,6.5,252310.0,Comedy
witnesses,May 2015,6.8,836.0,Drama
the boxtrolls,May 2015,6.8,61925.0,Adventure
hoarders,May 2015,6.5,3671.0,Documentary
chelsea lately,May 2015,6.1,4777.0,Comedy
duck dynasty,May 2015,6.2,11241.0,Comedy
drunk history,May 2015,8.0,2126.0,Comedy
shameless,May 2015,6.2,132.0,Crime
richie rich,May 2015,5.4,74098.0,Comedy
scandal,June 2015,5.8,43.0,Drama
sense8,June 2015,8.2,164185.0,Drama
nightcrawler,June 2015,8.0,758.0,Action
danger mouse,June 2015,7.4,3954.0,Action
advantageous,June 2015,8.6,76.0,Sci-Fi
rosewater,June 2015,6.5,30.0,Short
orange is the new black,June 2015,8.0,322181.0,Comedy
hector and the search for happiness,June 2015,6.9,50673.0,Adventure
pretty little liars,June 2015,7.2,351.0,Drama
the cobbler,June 2015,6.3,88.0,Comedy
point and shoot,June 2015,8.2,18.0,Drama
the butler,June 2015,5.5,14.0,Comedy
champs,June 2015,5.0,27.0,Comedy
some assembly required,June 2015,6.8,3881.0,Action
the aviator,June 2015,5.9,26.0,Comedy
grace of monaco,June 2015,5.7,21293.0,Biography
hitrecord on tv,August 2015,8.1,1233.0,Action
the mind of a chef,August 2015,8.0,1446.0,Documentary
enemy at the gates,August 2015,7.5,279327.0,Action
dear frankie,August 2015,7.7,22549.0,Drama
wing commander,August 2015,4.3,17485.0,Action
reading rainbow,August 2015,8.4,5270.0,Animation
once upon a time,August 2015,6.3,526.0,Drama
muffin top: a love story,August 2015,4.5,761.0,Comedy
pariah,August 2015,6.6,96.0,Action
utopia,August 2015,5.5,2250.0,Comedy
byzantium,August 2015,6.5,46194.0,Drama
war,August 2015,8.8,79.0,Documentary
narcos,August 2015,7.1,120.0,Drama
white god,August 2015,6.8,17157.0,Adventure
grantham & rose,August 2015,5.6,319.0,Comedy
dancing on the edge,August 2015,7.6,9.0,Action
girl meets world,August 2015,7.1,16347.0,Comedy
alex of venice,August 2015,5.8,3401.0,Drama
flex is kings,August 2015,5.6,161.0,Documentary
boy meets world,August 2015,8.1,46810.0,Comedy
ride,August 2015,4.8,218.0,0
seeking a friend for the end of the world,August 2015,6.7,119254.0,Adventure
electric slide,August 2015,4.6,1027.0,Action
as cool as i am,August 2015,5.8,5530.0,Comedy
sorority row,August 2015,5.1,32607.0,Horror
the woman in black 2: angel of death,August 2015,4.8,29705.0,Drama
dogs on the inside,August 2015,8.0,131.0,Documentary
wyrmwood: road of the dead,August 2015,6.2,18500.0,Action
doctor who,August 2015,8.4,39963.0,Adventure
ship of theseus,August 2015,6.6,64.0,Drama
pants on fire,August 2015,7.0,86.0,Comedy
november rule,August 2015,5.3,906.0,Comedy
the hurt locker,August 2015,7.5,476262.0,Drama
being flynn,August 2015,6.4,17900.0,Drama
lord of war,August 2015,7.6,339697.0,Crime
inspector gadget,August 2015,6.8,23566.0,Action
asylum,August 2015,6.4,100.0,Comedy
beneath the helmet,August 2015,8.2,101.0,Action
casting by,August 2015,7.6,1641.0,Biography
leap year,August 2015,6.1,364.0,Comedy
fred 2: night of the living fred,August 2015,2.5,2904.0,Adventure
fred: the movie,August 2015,2.1,9014.0,Adventure
russell brand: end the drugs war,August 2015,7.2,354.0,Documentary
the code,August 2015,6.3,19.0,Drama
fred 3: camp fred,August 2015,2.1,2978.0,Comedy
strange empire,August 2015,6.3,1860.0,Drama
alvin and the chipmunks meet frankenstein,August 2015,6.0,1743.0,Animation
the mysteries of laura,September 2015,6.8,10112.0,Comedy
parenthood,September 2015,7.1,55446.0,Comedy
keith richards: under the influence,September 2015,7.1,3685.0,Documentary
madam secretary,September 2015,7.8,26901.0,Drama
puffin rock,September 2015,8.6,1141.0,Animation
black or white,September 2015,6.4,23.0,Action
portlandia,September 2015,7.8,23321.0,Comedy
call the midwife,September 2015,8.6,31932.0,Drama
zathura,September 2015,6.5,121.0,Action
the blacklist,September 2015,7.5,31.0,Drama
the adventures of sharkboy and lavagirl,September 2015,7.9,128.0,Comedy
blue bloods,September 2015,7.8,1850.0,Adventure
gotham,September 2015,6.2,1044.0,Thriller
comedy bang! bang!,September 2015,7.6,4640.0,Comedy
cowspiracy: the sustainability secret,September 2015,8.1,26705.0,Documentary
why did i get married?,September 2015,3.6,872.0,Comedy
veggietales in the house,September 2015,4.2,356.0,Adventure
6 years,September 2015,7.8,53.0,\N
person of interest,September 2015,5.7,74.0,Thriller
madame bovary,September 2015,6.6,553.0,Drama
bad night,September 2015,7.9,419.0,Crime
the walking dead,September 2015,6.6,3131.0,Crime
the league,September 2015,5.5,77.0,Action
million dollar baby,October 2015,6.9,24.0,Comedy
glass chin,October 2015,5.4,910.0,Drama
boogie nights,October 2015,7.9,284355.0,Drama
wild horses,October 2015,4.7,17.0,Drama
curse of chucky,October 2015,5.6,44029.0,Horror
circle,October 2015,5.3,24.0,Drama
white rabbit,October 2015,3.2,24.0,Adult
american pie,October 2015,6.8,76.0,Adult
some came running,October 2015,7.2,7482.0,Drama
anjelah johnson: not fancy,October 2015,5.8,767.0,Comedy
alpha and omega 5: family vacation,October 2015,4.1,342.0,Action
lego dc comics: batman be-leaguered,October 2015,6.4,1605.0,Action
batman begins,October 2015,8.2,1592936.0,Action
charlie and the chocolate factory,October 2015,6.7,534072.0,Adventure
dark was the night,October 2015,9.1,1790.0,Drama
pepe,October 2015,5.4,1158.0,Comedy
team hot wheels: build the epic race,October 2015,6.3,60.0,Action
izombie,October 2015,3.8,11.0,Horror
strangerland,October 2015,5.2,10104.0,Drama
on the town,October 2015,7.3,18920.0,Comedy
american heist,October 2015,5.0,17666.0,Action
american horror story: freak show,October 2015,8.4,95.0,Horror
manson family vacation,October 2015,5.8,3200.0,Comedy
pressure,October 2015,7.2,333.0,Drama
lazarus,October 2015,5.7,21.0,Drama
return to sender,October 2015,5.6,37.0,Crime
about alex,October 2015,6.3,7844.0,Drama
richard pryor: icon,October 2015,6.5,380.0,Documentary
the bourne supremacy,October 2015,7.7,489992.0,Action
august: osage county,October 2015,7.2,95929.0,Comedy
a christmas carol,October 2015,6.0,832.0,Drama
walt disney animation studios short films collection,October 2015,7.6,917.0,Adventure
pal joey,October 2015,6.6,5918.0,Drama
flash,October 2015,4.5,20.0,Action
river,November 2015,6.6,6.0,Short
the spongebob squarepants movie,November 2015,7.2,103495.0,Adventure
anna karenina,November 2015,5.2,25.0,Drama
